,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Agroy Oy,31.12.2017,
1,Y-tunnus,2684330-5,,
2,Kotipaikka,Helsinki,09.04.2015,
3,Yritysmuoto,Osakeyhtiö,09.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.04.2015,,
6,Lakkaamisajankohta,18.10.2021,18.10.2021,
7,Viimeisin rekisteröintiajankohta,18.10.2021,18.10.2021,
8,Yrityksen tiedot järjestelmässä alkaen,09.04.2015,,
9,Yrityksen tila,Lakannut,18.10.2021,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
