,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Designverstas Omana Oy,15.04.2015,
1,Y-tunnus,2682708-1,,
2,Kotipaikka,Tampere,15.04.2015,
3,Yritysmuoto,Osakeyhtiö,15.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.04.2015,,
6,Lakkaamisajankohta,19.10.2020,19.10.2020,
7,Viimeisin rekisteröintiajankohta,19.10.2020,19.10.2020,
8,Yrityksen tiedot järjestelmässä alkaen,15.04.2015,,
9,Yrityksen tila,Lakannut,19.10.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
