,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,GoXplore Finland Oy,15.01.2016,
1,Y-tunnus,2731920-6,,
2,Kotipaikka,Helsinki,15.01.2016,
3,Yritysmuoto,Osakeyhtiö,15.01.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,15.01.2016,,
6,Lakkaamisajankohta,29.07.2020,29.07.2020,
7,Viimeisin rekisteröintiajankohta,25.08.2020,25.08.2020,
8,Yrityksen tiedot järjestelmässä alkaen,15.01.2016,,
9,Yrityksen tila,Lakannut,29.07.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
