,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Adpositio Oy,24.08.2015,
1,Y-tunnus,2705286-3,,
2,Kotipaikka,Lahti,24.08.2015,
3,Yritysmuoto,Osakeyhtiö,24.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.08.2015,,
6,Lakkaamisajankohta,28.01.2021,28.01.2021,
7,Viimeisin rekisteröintiajankohta,31.03.2021,31.03.2021,
8,Yrityksen tiedot järjestelmässä alkaen,24.08.2015,,
9,Yrityksen tila,Lakannut,28.01.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
