,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LaDiMo Oy,26.01.2015,
1,Y-tunnus,2666061-3,,
2,Kotipaikka,Espoo,26.01.2015,
3,Yritysmuoto,Osakeyhtiö,26.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.01.2015,,
6,Viimeisin rekisteröintiajankohta,10.03.2022,10.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.01.2015,,
8,Yrityksen tila,Rekisterissä,26.01.2015,
9,Yrityksen tilanne,Konkurssissa,10.03.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,11.07.2020,
12,Yhteystiedot,,23.02.2016,
13,Postiosoite,c/o Spektri Business Park  Metsänneidonkuja 6  02130  Espoo  Suomi,,
14,Käyntiosoite,c/o Jouni Halme  Tietäjäntie 12  02130  Espoo  Suomi,,
