,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MIMMINETTI OY,13.04.2015,
1,Y-tunnus,2683045-9,,
2,Kotipaikka,Muhos,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Lakkaamisajankohta,08.01.2020,08.01.2020,
7,Viimeisin rekisteröintiajankohta,08.01.2020,08.01.2020,
8,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
9,Yrityksen tila,Lakannut,08.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
