,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JMP RAVINTOLAT OY,16.10.2015,
1,Y-tunnus,2713750-9,,
2,Kotipaikka,Oulu,16.10.2015,
3,Yritysmuoto,Osakeyhtiö,16.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.10.2015,,
6,Viimeisin rekisteröintiajankohta,02.02.2023,02.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.10.2015,,
8,Yrityksen tila,Rekisterissä,16.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.07.2019,
12,Postiosoite,c/o Pekka Kervinen  Paltamontie 17 A 1  90520  Oulu  Suomi,,
13,Käyntiosoite,c/o Pekka Kervinen  Paltamontie 17 A 1  90520  Oulu  Suomi,,
