,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Inter Intel Oy,16.03.2015,
1,Y-tunnus,2677405-5,,
2,Kotipaikka,Helsinki,16.03.2015,
3,Yritysmuoto,Osakeyhtiö,16.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.03.2015,,
6,Lakkaamisajankohta,15.01.2021,15.01.2021,
7,Viimeisin rekisteröintiajankohta,06.07.2021,06.07.2021,
8,Yrityksen tiedot järjestelmässä alkaen,16.03.2015,,
9,Yrityksen tila,Lakannut,15.01.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
