,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Findone Oy,02.03.2015,
1,Y-tunnus,2674377-7,,
2,Kotipaikka,Helsinki,02.03.2015,
3,Yritysmuoto,Osakeyhtiö,02.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.03.2015,,
6,Viimeisin rekisteröintiajankohta,08.03.2021,08.03.2021,
7,Yrityksen tiedot järjestelmässä alkaen,02.03.2015,,
8,Yrityksen tila,Rekisterissä,02.03.2015,
9,Yrityksen tilanne,Selvitystilassa,19.03.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,26.02.2017,
13,Postiosoite,Arentitie 14 as. 5  00410  Helsinki  Suomi,,
14,Puhelin,0400618975,,
15,Sähköposti,mckonen75(a)gmail.com,,
16,Www,http://markusmakkonen.com,,
