,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,InsideOut Escape Games Oy,10.03.2015,
1,Y-tunnus,2680106-8,,
2,Kotipaikka,Helsinki,10.03.2015,
3,Yritysmuoto,Osakeyhtiö,10.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.03.2015,,
6,Lakkaamisajankohta,05.07.2022,05.07.2022,
7,Viimeisin rekisteröintiajankohta,05.07.2022,05.07.2022,
8,Yrityksen tiedot järjestelmässä alkaen,10.03.2015,,
9,Yrityksen tila,Lakannut,05.07.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
