,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PEC Finland Oy,09.06.2015,
1,Y-tunnus,2693149-5,,
2,Kotipaikka,Helsinki,09.06.2015,
3,Yritysmuoto,Osakeyhtiö,09.06.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,09.06.2015,,
6,Lakkaamisajankohta,18.06.2019,18.06.2019,
7,Viimeisin rekisteröintiajankohta,18.06.2019,18.06.2019,
8,Yrityksen tiedot järjestelmässä alkaen,09.06.2015,,
9,Yrityksen tila,Lakannut,18.06.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
