,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maanrakennusliike Raatikainen Oy,30.03.2015,
1,Y-tunnus,2680609-6,,
2,Kotipaikka,Suonenjoki,30.03.2015,
3,Yritysmuoto,Osakeyhtiö,30.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.03.2015,,
6,Viimeisin rekisteröintiajankohta,29.10.2022,29.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.03.2015,,
8,Yrityksen tila,Rekisterissä,30.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,09.03.2015,
12,Postiosoite,Palokankaantie 78  77630  Lempyy  Suomi,,
13,Puhelin,0400 174615,,
14,Sähköposti,tomiraatikainen(a)netti.fi,,
