,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VPH-Yhtiöt Oy,03.08.2015,
1,Y-tunnus,2702240-2,,
2,Kotipaikka,Sastamala,03.08.2015,
3,Yritysmuoto,Osakeyhtiö,03.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.08.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2023,09.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.08.2015,,
8,Yrityksen tila,Rekisterissä,03.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.07.2020,
11,Yhteystiedot,,28.07.2015,
12,Postiosoite,c/o Hannu Lehtonen  Penttilänpolku 3  38250  Sastamala  Suomi,,
