,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Athletique Oy,22.01.2016,
1,Y-tunnus,2733540-9,,
2,Kotipaikka,Lahti,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Lakkaamisajankohta,28.07.2022,28.07.2022,
7,Viimeisin rekisteröintiajankohta,28.07.2022,28.07.2022,
8,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
9,Yrityksen tila,Lakannut,28.07.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
