,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Boxie Oy,11.01.2016,
1,Y-tunnus,2734774-1,,
2,Kotipaikka,Helsinki,11.01.2016,
3,Yritysmuoto,Osakeyhtiö,11.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.01.2016,,
6,Lakkaamisajankohta,20.12.2021,20.12.2021,
7,Viimeisin rekisteröintiajankohta,21.12.2021,21.12.2021,
8,Yrityksen tiedot järjestelmässä alkaen,11.01.2016,,
9,Yrityksen tila,Lakannut,20.12.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
