,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Berghem Holding Oy,12.10.2021,
1,Y-tunnus,2688941-8,,
2,Kotipaikka,Espoo,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,01.02.2023,01.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,12.10.2021,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.10.2019,
11,Yhteystiedot,,17.11.2021,
12,Postiosoite,c/o Berghem  Hämeenkyläntie 37  02660  Espoo  Suomi,,
13,Puhelin,0505143759,,
14,Sähköposti,bettina.parvikoski(a)gmail.com,,
