,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Kiinteistöratkaisut Oy,25.09.2015,
1,Y-tunnus,2712223-5,,
2,Kotipaikka,Helsinki,25.09.2015,
3,Yritysmuoto,Osakeyhtiö,25.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.09.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.09.2015,,
8,Yrityksen tila,Rekisterissä,25.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.07.2020,
11,Yhteystiedot,,01.01.2019,
12,Postiosoite,Pieni Roobertinkatu 11 A  00130  Helsinki  Suomi,,
13,Käyntiosoite,Pieni Roobertinkatu 11 A  00130  Helsinki  Suomi,,
14,Puhelin,0400615436,,
15,Sähköposti,kauko(a)mcclean.fi,,
