,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Droblets Oy,24.03.2015,
1,Y-tunnus,2677450-6,,
2,Kotipaikka,Helsinki,24.03.2015,
3,Yritysmuoto,Osakeyhtiö,24.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.10.2022,12.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.03.2015,,
8,Yrityksen tila,Rekisterissä,24.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,28.03.2021,
12,Postiosoite,Tullivuorentie 30 D 73  00700  Helsinki  Suomi,,
