,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koneurakointi Uusitalo Oy,01.07.2015,
1,Y-tunnus,2697173-7,,
2,Kotipaikka,Ylitornio,01.07.2015,
3,Yritysmuoto,Osakeyhtiö,01.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.07.2015,,
6,Lakkaamisajankohta,31.07.2018,31.07.2018,
7,Viimeisin rekisteröintiajankohta,31.07.2018,31.07.2018,
8,Yrityksen tiedot järjestelmässä alkaen,01.07.2015,,
9,Yrityksen tila,Lakannut,31.07.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
