,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Keikarin Hovi Oy,01.10.2015,
1,Y-tunnus,2714820-8,,
2,Kotipaikka,Kotka,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Lakkaamisajankohta,02.02.2021,02.02.2021,
7,Viimeisin rekisteröintiajankohta,02.02.2021,02.02.2021,
8,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
9,Yrityksen tila,Lakannut,02.02.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
