,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tunturin MS Oy,03.11.2016,
1,Y-tunnus,2674306-4,,
2,Kotipaikka,Maarianhamina,23.02.2015,
3,Yritysmuoto,Osakeyhtiö,23.02.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,23.02.2015,,
6,Lakkaamisajankohta,08.11.2017,08.11.2017,
7,Viimeisin rekisteröintiajankohta,08.11.2017,08.11.2017,
8,Yrityksen tiedot järjestelmässä alkaen,23.02.2015,,
9,Yrityksen tila,Lakannut,08.11.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
