,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Merkkirakennus Oy,04.05.2015,
1,Y-tunnus,2683472-4,,
2,Kotipaikka,Parkano,04.05.2015,
3,Yritysmuoto,Osakeyhtiö,04.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.05.2015,,
6,Viimeisin rekisteröintiajankohta,04.06.2022,04.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.05.2015,,
8,Yrityksen tila,Rekisterissä,04.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,25.03.2015,
12,Postiosoite,Halmisentie 18  39700  Parkano  Suomi,,
13,Käyntiosoite,Halmisentie 18  39700  Parkano  Suomi,,
14,Puhelin,0451352341,,
