,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Serena Properties Grocery Holding Oy,19.01.2016,
1,Y-tunnus,2685899-6,,
2,Kotipaikka,Helsinki,21.04.2015,
3,Yritysmuoto,Osakeyhtiö,21.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.04.2015,,
6,Lakkaamisajankohta,01.01.2020,01.01.2020,
7,Viimeisin rekisteröintiajankohta,02.06.2020,02.06.2020,
8,Yrityksen tiedot järjestelmässä alkaen,21.04.2015,,
9,Yrityksen tila,Lakannut,01.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
