,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Liora Ab,13.03.2015,
1,Y-tunnus,2676216-9,,
2,Kotipaikka,Turku,13.03.2015,
3,Yritysmuoto,Osakeyhtiö,13.03.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,13.03.2015,,
6,Lakkaamisajankohta,10.10.2016,10.10.2016,
7,Viimeisin rekisteröintiajankohta,10.11.2016,10.11.2016,
8,Yrityksen tiedot järjestelmässä alkaen,13.03.2015,,
9,Yrityksen tila,Lakannut,10.10.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
