,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Oulun Ritaharjuntie 53,26.06.2015,
1,Y-tunnus,2697431-3,,
2,Kotipaikka,Helsinki,15.08.2016,
3,Yritysmuoto,Osakeyhtiö,26.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.06.2015,,
6,Lakkaamisajankohta,31.12.2016,31.12.2016,
7,Viimeisin rekisteröintiajankohta,31.12.2016,31.12.2016,
8,Yrityksen tiedot järjestelmässä alkaen,26.06.2015,,
9,Yrityksen tila,Lakannut,31.12.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
