,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Gunu Partners Oy,22.12.2015,
1,Y-tunnus,2731538-7,,
2,Kotipaikka,Helsinki,22.12.2015,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Lakkaamisajankohta,31.08.2017,31.08.2017,
7,Viimeisin rekisteröintiajankohta,26.10.2017,26.10.2017,
8,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
9,Yrityksen tila,Lakannut,31.08.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
