,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Meeri Utti Photography Oy,02.07.2015,
1,Y-tunnus,2697923-7,,
2,Kotipaikka,Helsinki,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,14.03.2023,14.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.03.2020,
11,Yhteystiedot,,13.07.2015,
12,Postiosoite,Teollisuuskatu 18 A 1  00520  Helsinki  Suomi,,
13,Sähköposti,meeri.utti(a)gmail.com,,
14,Www,http://www.meeriutti.com,,
