,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Anvia Telecom Oy,16.02.2015,
1,Y-tunnus,2674126-1,,
2,Kotipaikka,Vaasa,16.02.2015,
3,Yritysmuoto,Osakeyhtiö,16.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.02.2015,,
6,Lakkaamisajankohta,31.08.2017,31.08.2017,
7,Viimeisin rekisteröintiajankohta,13.01.2018,13.01.2018,
8,Yrityksen tiedot järjestelmässä alkaen,16.02.2015,,
9,Yrityksen tila,Lakannut,31.08.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
