,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Datavole Oy,11.03.2015,
1,Y-tunnus,2679027-4,,
2,Kotipaikka,Tampere,11.03.2015,
3,Yritysmuoto,Osakeyhtiö,11.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.03.2015,,
6,Lakkaamisajankohta,14.07.2017,14.07.2017,
7,Viimeisin rekisteröintiajankohta,14.09.2017,14.09.2017,
8,Yrityksen tiedot järjestelmässä alkaen,11.03.2015,,
9,Yrityksen tila,Lakannut,14.07.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
