,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PROFIOT OY,02.02.2016,
1,Y-tunnus,2736436-5,,
2,Kotipaikka,Helsinki,02.02.2016,
3,Yritysmuoto,Osakeyhtiö,02.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.02.2016,,
6,Lakkaamisajankohta,07.09.2017,07.09.2017,
7,Viimeisin rekisteröintiajankohta,18.10.2017,18.10.2017,
8,Yrityksen tiedot järjestelmässä alkaen,02.02.2016,,
9,Yrityksen tila,Lakannut,07.09.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
