,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HG-Palvelut Oy,04.01.2016,
1,Y-tunnus,2732832-1,,
2,Kotipaikka,Parkano,04.01.2016,
3,Yritysmuoto,Osakeyhtiö,04.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.01.2016,,
6,Viimeisin rekisteröintiajankohta,11.02.2023,11.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.01.2016,,
8,Yrityksen tila,Rekisterissä,04.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.10.2019,
11,Yhteystiedot,,18.12.2015,
12,Postiosoite,Niemenperäntie 5  39700  Parkano  Suomi,,
13,Käyntiosoite,Niemenperäntie 5  39700  Parkano  Suomi,,
14,Sähköposti,hgpalvelut(a)gmail.com,,
