,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JStone Oy,30.07.2015,
1,Y-tunnus,2701718-7,,
2,Kotipaikka,Vantaa,30.07.2015,
3,Yritysmuoto,Osakeyhtiö,30.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.07.2015,,
6,Viimeisin rekisteröintiajankohta,11.08.2022,11.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.07.2015,,
8,Yrityksen tila,Rekisterissä,30.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.05.2020,
11,Yhteystiedot,,09.05.2016,
12,Postiosoite,Välimetsäntie 7 D 65  00620  Helsinki  Suomi,,
13,Sähköposti,j-p.h(a)luukku.com,,
