,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rock Up Production Oy,07.12.2015,
1,Y-tunnus,2727389-3,,
2,Kotipaikka,Oulu,07.12.2015,
3,Yritysmuoto,Osakeyhtiö,07.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.12.2015,,
6,Viimeisin rekisteröintiajankohta,31.08.2022,31.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.12.2015,,
8,Yrityksen tila,Rekisterissä,07.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.10.2019,
11,Yhteystiedot,,27.11.2015,
12,Postiosoite,Lapinrauniontie 30  90410  Oulu  Suomi,,
13,Puhelin,0405668130,,
14,Sähköposti,ammala.mika(a)gmail.com,,
