,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nativesoft Oy,03.07.2015,
1,Y-tunnus,2697826-9,,
2,Kotipaikka,Oulu,03.07.2015,
3,Yritysmuoto,Osakeyhtiö,03.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.07.2015,,
6,Lakkaamisajankohta,31.10.2021,31.10.2021,
7,Viimeisin rekisteröintiajankohta,21.12.2021,21.12.2021,
8,Yrityksen tiedot järjestelmässä alkaen,03.07.2015,,
9,Yrityksen tila,Lakannut,31.10.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
