,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Iisicar Oy,13.10.2015,
1,Y-tunnus,2714442-6,,
2,Kotipaikka,Viitasaari,13.10.2015,
3,Yritysmuoto,Osakeyhtiö,13.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.10.2015,,
6,Lakkaamisajankohta,27.09.2016,27.09.2016,
7,Viimeisin rekisteröintiajankohta,27.09.2016,27.09.2016,
8,Yrityksen tiedot järjestelmässä alkaen,13.10.2015,,
9,Yrityksen tila,Lakannut,27.09.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
