,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Korhotek Oy,15.04.2020,
1,Y-tunnus,2711614-2,,
2,Kotipaikka,Helsinki,15.04.2020,
3,Yritysmuoto,Osakeyhtiö,15.04.2020,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.09.2015,,
6,Lakkaamisajankohta,05.11.2021,05.11.2021,
7,Viimeisin rekisteröintiajankohta,05.11.2021,05.11.2021,
8,Yrityksen tiedot järjestelmässä alkaen,23.09.2015,,
9,Yrityksen tila,Lakannut,05.11.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
