,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kähkönen Invest Oy,27.01.2016,
1,Y-tunnus,2735295-4,,
2,Kotipaikka,Oulu,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.04.2022,
11,Yhteystiedot,,02.09.2020,
12,Postiosoite,Kurkelantie 1 D 30  90230  Oulu  Suomi,,
13,Käyntiosoite,c/o Raimo Kähkönen  Kurkelantie 1 D 30  90230  Oulu  Suomi,,
